"date","symbol","close","ret","cumret"
2007-01-03,"AAPL",2.99285697937012,0,1
2007-01-04,"AAPL",3.05928611755371,0.0221958946389662,1.02219589463897
2007-01-05,"AAPL",3.03749990463257,-0.00712133879735433,1.01491649135598
2007-01-08,"AAPL",3.05250000953674,0.00493830629633862,1.0199284598555
2007-01-09,"AAPL",3.30607104301453,0.083069953377745,1.10465386946433
2007-01-10,"AAPL",3.46428608894348,0.0478559123111559,1.15751808817559
2007-01-11,"AAPL",3.4214289188385,-0.0123711405480518,1.14319826921986
2007-01-12,"AAPL",3.37928605079651,-0.0123173297010358,1.12911711922423
2007-01-16,"AAPL",3.46785688400269,0.0262099247813898,1.15871119398847
2007-01-17,"AAPL",3.3910710811615,-0.0221421487130572,1.1330548384157
2007-01-18,"AAPL",3.18107104301453,-0.0619273477673739,1.06288775739762
2007-01-19,"AAPL",3.16071391105652,-0.00639945844740286,1.0560858513599
2007-01-22,"AAPL",3.09964299201965,-0.0193218749799634,1.03568029257182
2007-01-23,"AAPL",3.06071400642395,-0.0125591836530625,1.02267299357155
2007-01-24,"AAPL",3.09642910957336,0.0116688795733459,1.03460644157645
2007-01-25,"AAPL",3.08035707473755,-0.00519050631132645,1.02923631031171
2007-01-26,"AAPL",3.04928588867188,-0.0100868780182963,1.01885452919759
2007-01-29,"AAPL",3.06928610801697,0.00655898465256866,1.0255371804178
2007-01-30,"AAPL",3.05535697937012,-0.00453823076658366,1.02088305603335
2007-01-31,"AAPL",3.06178593635559,0.0021041590324411,1.02303115633677
2007-02-01,"AAPL",3.02642893791199,-0.0115478348841358,1.01121736146207
2007-02-02,"AAPL",3.02678608894348,0.00011801071124462,1.01133669594212
2007-02-05,"AAPL",2.99785709381104,-0.00955766092560051,1.00167068272069
2007-02-06,"AAPL",3.00535702705383,0.00250176476333075,1.00417662713918
2007-02-07,"AAPL",3.07678604125977,0.0237672308357835,1.02804312483629
2007-02-08,"AAPL",3.07785701751709,0.000348082786050918,1.02840096895137
2007-02-09,"AAPL",2.97392892837524,-0.0337663798384256,0.99367559120755
2007-02-12,"AAPL",3.0314290523529,0.0193347337352394,1.01288804418275
2007-02-13,"AAPL",3.02500009536743,-0.00212076775489223,1.01073994387934
2007-02-14,"AAPL",3.0464289188385,0.00708390836214723,1.01789993301974
2007-02-15,"AAPL",3.0432140827179,-0.00105528020060652,1.01682576337422
2007-02-16,"AAPL",3.02964305877686,-0.00445943780889702,1.01229129211997
2007-02-20,"AAPL",3.06785702705383,0.0126133566019508,1.02505968317253
2007-02-21,"AAPL",3.18571400642395,0.0384167118385237,1.06443910563826
2007-02-22,"AAPL",3.19678592681885,0.00347549101161349,1.06813855418231
2007-02-23,"AAPL",3.18107104301453,-0.00491583864671208,1.06288775739762
2007-02-26,"AAPL",3.16107106208801,-0.00628718461677635,1.05620518583995
2007-02-27,"AAPL",2.99749994277954,-0.0517454736371622,1.00155134824064
2007-02-28,"AAPL",3.02178597450256,0.00810209580871657,1.00966601322143
2007-03-01,"AAPL",3.10928606987,0.0289564172002075,1.03890232353314
2007-03-02,"AAPL",3.05035710334778,-0.0189525714900465,1.0192124529752
2007-03-05,"AAPL",3.08285689353943,0.0106544214629762,1.03007157200952
2007-03-06,"AAPL",3.14964294433594,0.0216636882939552,1.05238672146599
2007-03-07,"AAPL",3.13285708427429,-0.00532944856236228,1.04677808056623
